timestamp,participant_id,age,gender,attraction,profile_id,condition,attractiveness,authenticity,desirability,attention_check,attention_correct
2025-11-21T02:52:51.426385,PID_1763693551_6708,24,Prefer not to say,Both,w13,ai_disclosed,2,2,2,FALSE,
2025-11-21T02:52:53.548714,PID_1763693551_6708,24,Prefer not to say,Both,w4,control,2,2,2,FALSE,
2025-11-21T02:52:56.269181,PID_1763693551_6708,24,Prefer not to say,Both,m4,ai_disclosed,2,2,2,FALSE,
2025-11-21T02:52:58.572642,PID_1763693551_6708,24,Prefer not to say,Both,m13,ai_disclosed,2,2,2,FALSE,
2025-11-21T02:53:00.226662,PID_1763693551_6708,24,Prefer not to say,Both,m17,control,2,2,2,FALSE,
2025-11-21T02:53:01.774315,PID_1763693551_6708,24,Prefer not to say,Both,w15,control,2,2,2,FALSE,
2025-11-21T02:58:16.999956,PID_1763693887_6619,24,Man,Women,w11,ai_disclosed,2,0,3,FALSE,
2025-11-21T02:58:25.075169,PID_1763693887_6619,24,Man,Women,w2,control,3,1,2,FALSE,
2025-11-21T02:58:29.577273,PID_1763693887_6619,24,Man,Women,w4,ai_disclosed,0,2,0,FALSE,
2025-11-21T02:58:31.534373,PID_1763693887_6619,24,Man,Women,attention_check,attention_check,2,2,2,TRUE,FALSE
2025-11-21T02:58:36.463940,PID_1763693887_6619,24,Man,Women,w12,control,2,2,1,FALSE,
2025-11-21T02:58:40.219872,PID_1763693887_6619,24,Man,Women,w15,control,4,2,2,FALSE,
2025-11-21T02:59:48.780466,PID_1763693982_5620,24,Prefer not to say,Men,m1,control,2,4,1,FALSE,
2025-11-21T02:59:55.956088,PID_1763693982_5620,24,Prefer not to say,Men,m9,control,4,3,2,FALSE,
2025-11-21T03:00:15.890030,PID_1763693982_5620,24,Prefer not to say,Men,m7,control,4,4,3,FALSE,
2025-11-21T03:00:20.411037,PID_1763693982_5620,24,Prefer not to say,Men,attention_check,attention_check,2,4,4,TRUE,FALSE
2025-11-21T03:00:25.306079,PID_1763693982_5620,24,Prefer not to say,Men,m15,control,0,0,2,FALSE,
2025-11-21T03:00:30.869301,PID_1763693982_5620,24,Prefer not to say,Men,m8,ai_disclosed,4,1,2,FALSE,
2025-11-21T03:00:32.574553,PID_1763693982_5620,24,Prefer not to say,Men,m2,ai_disclosed,2,2,2,FALSE,
2025-11-21T03:00:34.345103,PID_1763693982_5620,24,Prefer not to say,Men,m19,ai_disclosed,2,2,2,FALSE,
2025-11-21T03:00:35.879029,PID_1763693982_5620,24,Prefer not to say,Men,m5,ai_disclosed,2,2,2,FALSE,
2025-11-21T03:00:37.907455,PID_1763693982_5620,24,Prefer not to say,Men,m17,control,2,2,4,FALSE,
2025-11-21T03:00:40.259455,PID_1763693982_5620,24,Prefer not to say,Men,m6,ai_disclosed,2,2,2,FALSE,
2025-11-21T03:11:39.589328,PID_1763694690_4643,24,Prefer not to say,Men,m2,ai_disclosed,1,3,0,FALSE,
2025-11-21T03:11:46.889389,PID_1763694690_4643,24,Prefer not to say,Men,m9,ai_disclosed,4,4,4,FALSE,
2025-11-21T03:11:53.261536,PID_1763694690_4643,24,Prefer not to say,Men,m14,control,1,0,3,FALSE,
2025-11-21T03:11:57.501494,PID_1763694690_4643,24,Prefer not to say,Men,attention_check,attention_check,2,2,2,TRUE,FALSE
2025-11-21T03:12:02.306448,PID_1763694690_4643,24,Prefer not to say,Men,m17,ai_disclosed,2,2,2,FALSE,
2025-11-21T03:12:11.491535,PID_1763694690_4643,24,Prefer not to say,Men,m7,control,4,1,3,FALSE,
2025-11-21T03:12:17.117435,PID_1763694690_4643,24,Prefer not to say,Men,m3,control,0,0,0,FALSE,
2025-11-21T03:12:22.970897,PID_1763694690_4643,24,Prefer not to say,Men,m20,control,3,3,1,FALSE,
2025-11-21T03:12:26.925692,PID_1763694690_4643,24,Prefer not to say,Men,m11,control,4,3,2,FALSE,
2025-11-21T03:12:32.494205,PID_1763694690_4643,24,Prefer not to say,Men,m12,ai_disclosed,1,0,0,FALSE,
2025-11-21T03:12:37.542142,PID_1763694690_4643,24,Prefer not to say,Men,m6,ai_disclosed,3,1,3,FALSE,
2025-11-21T03:13:10.126806,PID_1763694773_5954,24,Man,Men,m4,ai_disclosed,4,1,3,FALSE,
2025-11-21T03:13:27.184336,PID_1763694773_5954,24,Man,Men,m19,ai_disclosed,1,4,4,FALSE,
2025-11-21T03:13:32.338464,PID_1763694773_5954,24,Man,Men,m9,ai_disclosed,2,2,2,FALSE,
2025-11-21T03:13:55.107033,PID_1763694773_5954,24,Man,Men,attention_check,attention_check,2,2,2,TRUE,FALSE
2025-11-21T03:14:01.680037,PID_1763694773_5954,24,Man,Men,m5,control,3,1,4,FALSE,
2025-11-21T03:14:14.362795,PID_1763694773_5954,24,Man,Men,m3,ai_disclosed,4,1,4,FALSE,
2025-11-21T03:14:18.006057,PID_1763694773_5954,24,Man,Men,m18,ai_disclosed,0,4,1,FALSE,
2025-11-21T03:14:24.381866,PID_1763694773_5954,24,Man,Men,m15,control,1,3,1,FALSE,
2025-11-21T03:14:28.919962,PID_1763694773_5954,24,Man,Men,m8,control,4,4,0,FALSE,
2025-11-21T03:14:33.987507,PID_1763694773_5954,24,Man,Men,m10,control,3,1,3,FALSE,
2025-11-21T03:14:40.215415,PID_1763694773_5954,24,Man,Men,m7,control,4,1,1,FALSE,
2025-11-21T03:21:34.128444,PID_1763695287_4249,24,Non-binary,Men,m13,ai_disclosed,2,2,2,FALSE,
2025-11-21T03:21:39.975848,PID_1763695287_4249,24,Non-binary,Men,m8,ai_disclosed,3,1,2,FALSE,
2025-11-21T03:21:44.771487,PID_1763695287_4249,24,Non-binary,Men,m18,control,2,2,2,FALSE,
2025-11-21T03:21:48.423528,PID_1763695287_4249,24,Non-binary,Men,attention_check,attention_check,2,2,2,TRUE,FALSE
2025-11-21T03:21:53.182335,PID_1763695287_4249,24,Non-binary,Men,m20,ai_disclosed,1,0,2,FALSE,
2025-11-21T03:21:57.475018,PID_1763695287_4249,24,Non-binary,Men,m12,control,4,2,2,FALSE,
2025-11-21T03:22:02.431797,PID_1763695287_4249,24,Non-binary,Men,m5,control,2,2,2,FALSE,
2025-11-21T03:22:06.573096,PID_1763695287_4249,24,Non-binary,Men,m3,control,0,2,2,FALSE,
2025-11-21T03:22:08.389597,PID_1763695287_4249,24,Non-binary,Men,m9,ai_disclosed,2,2,2,FALSE,
2025-11-21T03:22:09.850118,PID_1763695287_4249,24,Non-binary,Men,m2,ai_disclosed,2,2,2,FALSE,
2025-11-21T03:22:11.441758,PID_1763695287_4249,24,Non-binary,Men,m14,control,2,2,2,FALSE,
2025-11-21T03:22:52.082358,PID_1763695365_3336,24,Prefer not to say,Men,m6,ai_disclosed,2,4,3,FALSE,
2025-11-21T03:22:58.794878,PID_1763695365_3336,24,Prefer not to say,Men,m18,control,1,3,3,FALSE,
2025-11-21T03:23:02.758595,PID_1763695365_3336,24,Prefer not to say,Men,m9,control,4,4,2,FALSE,
2025-11-21T03:23:08.467200,PID_1763695365_3336,24,Prefer not to say,Men,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-11-21T03:23:14.989671,PID_1763695365_3336,24,Prefer not to say,Men,m5,ai_disclosed,4,1,4,FALSE,
2025-11-21T03:23:22.675114,PID_1763695365_3336,24,Prefer not to say,Men,m4,ai_disclosed,2,2,2,FALSE,
2025-11-21T03:23:26.597343,PID_1763695365_3336,24,Prefer not to say,Men,m13,ai_disclosed,4,4,4,FALSE,
2025-11-21T03:23:28.192287,PID_1763695365_3336,24,Prefer not to say,Men,m16,control,2,2,2,FALSE,
2025-11-21T03:23:31.167435,PID_1763695365_3336,24,Prefer not to say,Men,m2,control,0,0,0,FALSE,
2025-11-21T03:23:35.648072,PID_1763695365_3336,24,Prefer not to say,Men,m12,control,1,1,3,FALSE,
2025-11-21T03:23:41.409353,PID_1763695365_3336,24,Prefer not to say,Men,m8,ai_disclosed,3,4,1,FALSE,
2025-11-21T03:25:05.452394,PID_1763695501_4371,24,Prefer not to say,Men,m8,control,2,2,2,FALSE,
2025-11-21T04:24:01.259755,PID_1763699030_5255,24,Man,Both,m16,ai_disclosed,4,0,3,FALSE,
