timestamp,participant_id,age,gender,attraction,profile_id,condition,attractiveness,authenticity,desirability,attention_check,attention_correct
2025-12-02T19:56:49.963998,PID_1764705401_9729,24,Prefer not to say,Men,m4,ai_disclosed,2,3,3,FALSE,
2025-12-02T19:56:52.646677,PID_1764705401_9729,24,Prefer not to say,Men,m7,control,2,2,3,FALSE,
2025-12-02T19:56:57.301295,PID_1764705401_9729,24,Prefer not to say,Men,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-02T19:57:03.782708,PID_1764705401_9729,24,Prefer not to say,Men,m6,ai_disclosed,1,2,1,FALSE,
2025-12-02T19:57:08.858107,PID_1764705401_9729,24,Prefer not to say,Men,m2,control,2,1,2,FALSE,
2025-12-02T19:57:34.063723,PID_1764705401_9729,24,Prefer not to say,Men,m5,ai_disclosed,2,3,2,FALSE,
2025-12-02T19:57:39.955251,PID_1764705401_9729,24,Prefer not to say,Men,m8,control,2,1,2,FALSE,
2025-12-02T19:57:47.564759,PID_1764705401_9729,24,Prefer not to say,Men,m1,ai_disclosed,2,3,2,FALSE,
2025-12-02T19:57:50.635984,PID_1764705401_9729,24,Prefer not to say,Men,m9,control,4,2,2,FALSE,
2025-12-02T19:57:55.116240,PID_1764705401_9729,24,Prefer not to say,Men,m3,control,1,2,2,FALSE,
2025-12-02T20:24:36.792922,PID_1764707028_4954,22,Man,Women,w7,ai_disclosed,1,3,2,FALSE,
2025-12-02T20:24:59.114557,PID_1764707028_4954,22,Man,Women,w6,ai_disclosed,3,3,2,FALSE,
2025-12-02T20:25:15.241484,PID_1764707028_4954,22,Man,Women,w8,control,4,1,4,FALSE,
2025-12-02T20:25:43.299465,PID_1764707028_4954,22,Man,Women,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-02T20:26:04.988444,PID_1764707028_4954,22,Man,Women,w4,ai_disclosed,4,3,3,FALSE,
2025-12-02T20:26:27.971892,PID_1764707028_4954,22,Man,Women,w5,ai_disclosed,2,4,2,FALSE,
2025-12-02T20:26:45.179430,PID_1764707028_4954,22,Man,Women,w1,control,3,3,2,FALSE,
2025-12-02T20:27:38.253812,PID_1764707028_4954,22,Man,Women,w2,control,1,4,0,FALSE,
2025-12-02T20:28:02.719962,PID_1764707028_4954,22,Man,Women,w3,ai_disclosed,4,3,4,FALSE,
2025-12-02T20:28:17.067659,PID_1764707028_4954,22,Man,Women,w10,control,2,2,2,FALSE,
2025-12-02T20:28:39.043733,PID_1764707028_4954,22,Man,Women,w9,control,2,3,3,FALSE,
2025-12-02T20:32:46.479930,PID_1764707536_3456,28,Woman,Both,w6,ai_disclosed,3,3,2,FALSE,
2025-12-02T20:33:01.500540,PID_1764707536_3456,28,Woman,Both,w4,control,3,3,3,FALSE,
2025-12-02T20:33:02.385166,PID_1764707536_3456,28,Woman,Both,w10,control,2,2,2,FALSE,
2025-12-02T20:33:20.478421,PID_1764707536_3456,28,Woman,Both,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-02T20:33:31.014952,PID_1764707321_7301,23,Man,Women,w4,ai_disclosed,4,2,3,FALSE,
2025-12-02T20:33:33.089629,PID_1764707536_3456,28,Woman,Both,m1,control,1,1,1,FALSE,
2025-12-02T20:33:41.793671,PID_1764707321_7301,23,Man,Women,w3,ai_disclosed,4,1,4,FALSE,
2025-12-02T20:33:48.603149,PID_1764707536_3456,28,Woman,Both,m7,ai_disclosed,2,1,2,FALSE,
2025-12-02T20:34:01.793159,PID_1764707536_3456,28,Woman,Both,m5,control,2,3,2,FALSE,
2025-12-02T20:34:20.480495,PID_1764707536_3456,28,Woman,Both,m6,ai_disclosed,0,2,1,FALSE,
2025-12-02T20:34:20.999077,PID_1764707536_3456,28,Woman,Both,m6,ai_disclosed,0,2,1,FALSE,
2025-12-02T20:34:29.059477,PID_1764707629_2728,25,Woman,Both,m6,control,0,2,0,FALSE,
2025-12-02T20:34:29.394642,PID_1764707321_7301,23,Man,Women,w9,control,1,4,1,FALSE,
2025-12-02T20:34:31.714908,PID_1764707536_3456,28,Woman,Both,w5,ai_disclosed,2,1,2,FALSE,
2025-12-02T20:34:44.121813,PID_1764707536_3456,28,Woman,Both,w8,ai_disclosed,1,2,1,FALSE,
2025-12-02T20:34:55.576875,PID_1764707321_7301,23,Man,Women,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-02T20:34:56.223029,PID_1764707536_3456,28,Woman,Both,m8,control,3,3,3,FALSE,
2025-12-02T20:35:08.367263,PID_1764707629_2728,25,Woman,Both,w5,control,1,1,1,FALSE,
2025-12-02T20:35:38.912261,PID_1764707321_7301,23,Man,Women,w2,ai_disclosed,1,1,1,FALSE,
2025-12-02T20:35:40.816761,PID_1764707629_2728,25,Woman,Both,w7,ai_disclosed,0,1,0,FALSE,
2025-12-02T20:36:01.786225,PID_1764707321_7301,23,Man,Women,w1,ai_disclosed,1,1,1,FALSE,
2025-12-02T20:36:08.207888,PID_1764707321_7301,23,Man,Women,w8,control,2,2,2,FALSE,
2025-12-02T20:36:15.637652,PID_1764707629_2728,25,Woman,Both,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-02T20:36:16.107705,PID_1764707321_7301,23,Man,Women,w5,control,0,0,0,FALSE,
2025-12-02T20:36:25.337689,PID_1764707629_2728,25,Woman,Both,m8,ai_disclosed,0,1,0,FALSE,
2025-12-02T20:36:48.946957,PID_1764707629_2728,25,Woman,Both,w8,control,2,1,1,FALSE,
2025-12-02T20:36:53.991461,PID_1764707321_7301,23,Man,Women,w6,ai_disclosed,1,1,1,FALSE,
2025-12-02T20:37:06.313040,PID_1764707629_2728,25,Woman,Both,m5,control,0,0,0,FALSE,
2025-12-02T20:37:06.718426,PID_1764707776_9324,29,Man,Women,w7,control,0,1,0,FALSE,
2025-12-02T20:37:19.208448,PID_1764707629_2728,25,Woman,Both,m9,ai_disclosed,0,1,0,FALSE,
2025-12-02T20:37:29.290432,PID_1764707629_2728,25,Woman,Both,w6,control,0,0,0,FALSE,
2025-12-02T20:37:29.698011,PID_1764707776_9324,29,Man,Women,w9,control,2,0,1,FALSE,
2025-12-02T20:37:41.813613,PID_1764707629_2728,25,Woman,Both,m1,ai_disclosed,0,1,0,FALSE,
2025-12-02T20:37:45.376952,PID_1764707321_7301,23,Man,Women,w10,control,2,1,2,FALSE,
2025-12-02T20:37:58.217315,PID_1764707776_9324,29,Man,Women,w3,ai_disclosed,3,2,1,FALSE,
2025-12-02T20:38:03.535764,PID_1764707629_2728,25,Woman,Both,w2,ai_disclosed,2,1,2,FALSE,
2025-12-02T20:38:13.877989,PID_1764707776_9324,29,Man,Women,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-02T20:38:15.109423,PID_1764707321_7301,23,Man,Women,w7,control,1,1,0,FALSE,
2025-12-02T20:38:41.259882,PID_1764707776_9324,29,Man,Women,w10,ai_disclosed,2,0,1,FALSE,
2025-12-02T20:39:29.637399,PID_1764707776_9324,29,Man,Women,w5,control,4,3,4,FALSE,
2025-12-02T20:39:49.022899,PID_1764707776_9324,29,Man,Women,w1,control,2,3,2,FALSE,
2025-12-02T20:40:15.446610,PID_1764707776_9324,29,Man,Women,w8,control,4,2,3,FALSE,
2025-12-02T20:40:33.696478,PID_1764707776_9324,29,Man,Women,w2,ai_disclosed,0,3,1,FALSE,
2025-12-02T20:40:43.593065,PID_1764708011_6897,29,Man,Men,m3,ai_disclosed,3,2,4,FALSE,
2025-12-02T20:41:01.718996,PID_1764708011_6897,29,Man,Men,m10,control,0,3,1,FALSE,
2025-12-02T20:41:03.317309,PID_1764707776_9324,29,Man,Women,w6,ai_disclosed,1,0,1,FALSE,
2025-12-02T20:41:33.019055,PID_1764707776_9324,29,Man,Women,w4,ai_disclosed,3,1,2,FALSE,
2025-12-02T20:42:22.268293,PID_1764708011_6897,29,Man,Men,m8,control,3,4,4,FALSE,
2025-12-02T20:42:26.933399,PID_1764708011_6897,29,Man,Men,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-02T20:42:36.001567,PID_1764708011_6897,29,Man,Men,m2,ai_disclosed,4,3,3,FALSE,
2025-12-02T20:43:02.074425,PID_1764708011_6897,29,Man,Men,m4,ai_disclosed,1,0,1,FALSE,
2025-12-02T20:43:12.637600,PID_1764708011_6897,29,Man,Men,m7,control,3,2,4,FALSE,
2025-12-02T20:43:37.772326,PID_1764708011_6897,29,Man,Men,m5,ai_disclosed,1,2,2,FALSE,
2025-12-02T20:43:46.967581,PID_1764708011_6897,29,Man,Men,m1,control,3,0,1,FALSE,
2025-12-02T20:43:59.916060,PID_1764708011_6897,29,Man,Men,m6,control,2,4,3,FALSE,
2025-12-02T20:44:19.543484,PID_1764708011_6897,29,Man,Men,m9,ai_disclosed,3,3,3,FALSE,
2025-12-02T20:49:48.610851,PID_1764708518_6234,29,Man,Women,w4,control,4,3,4,FALSE,
2025-12-02T20:56:36.067571,PID_1764708863_7795,27,Man,Women,w8,ai_disclosed,2,0,2,FALSE,
2025-12-02T21:03:56.163708,PID_1764709415_3179,27,Man,Women,w4,control,2,0,2,FALSE,
2025-12-02T21:04:17.696840,PID_1764709415_3179,27,Man,Women,w2,ai_disclosed,0,1,0,FALSE,
2025-12-02T21:05:10.156456,PID_1764709415_3179,27,Man,Women,w10,ai_disclosed,4,1,2,FALSE,
2025-12-02T21:06:20.224276,PID_1764709415_3179,27,Man,Women,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-02T21:07:04.850450,PID_1764709415_3179,27,Man,Women,w6,control,1,3,1,FALSE,
2025-12-02T21:07:20.251706,PID_1764709415_3179,27,Man,Women,w7,ai_disclosed,0,3,0,FALSE,
2025-12-02T21:07:35.463052,PID_1764709415_3179,27,Man,Women,w9,control,1,3,1,FALSE,
2025-12-02T21:07:55.780367,PID_1764709415_3179,27,Man,Women,w1,ai_disclosed,3,2,3,FALSE,
2025-12-02T21:08:15.438327,PID_1764709415_3179,27,Man,Women,w3,control,4,3,4,FALSE,
2025-12-02T21:08:28.038123,PID_1764709415_3179,27,Man,Women,w8,control,2,0,1,FALSE,
2025-12-02T21:08:47.647409,PID_1764709415_3179,27,Man,Women,w5,ai_disclosed,1,1,0,FALSE,
2025-12-03T13:16:49.394795,PID_1764767770_7792,29,Man,Women,w1,control,4,3,4,FALSE,
2025-12-03T13:16:52.414983,PID_1764767770_7792,29,Man,Women,w6,ai_disclosed,2,2,2,FALSE,
2025-12-03T13:17:24.872424,PID_1764767770_7792,29,Man,Women,w10,ai_disclosed,3,1,2,FALSE,
2025-12-03T13:17:39.724770,PID_1764767770_7792,29,Man,Women,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-03T13:18:34.435142,PID_1764767770_7792,29,Man,Women,w3,control,1,3,1,FALSE,
2025-12-03T13:19:05.205764,PID_1764767770_7792,29,Man,Women,w8,control,3,4,3,FALSE,
2025-12-03T13:19:34.342739,PID_1764767770_7792,29,Man,Women,w9,ai_disclosed,2,1,2,FALSE,
2025-12-03T13:20:20.245146,PID_1764767770_7792,29,Man,Women,w4,ai_disclosed,4,2,3,FALSE,
2025-12-03T13:20:53.063682,PID_1764767770_7792,29,Man,Women,w2,control,0,4,0,FALSE,
2025-12-03T13:21:13.601728,PID_1764767770_7792,29,Man,Women,w7,control,1,4,1,FALSE,
2025-12-03T13:21:34.706902,PID_1764767770_7792,29,Man,Women,w5,ai_disclosed,3,3,3,FALSE,
2025-12-03T15:37:10.176213,PID_1764776101_4688,24,Woman,Men,m3,ai_disclosed,3,2,2,FALSE,
2025-12-04T00:55:10.368475,PID_1764809623_4152,23,Woman,Men,m10,ai_disclosed,0,2,0,FALSE,
2025-12-04T00:55:33.053952,PID_1764809623_4152,23,Woman,Men,m1,control,0,1,0,FALSE,
2025-12-04T00:55:55.744226,PID_1764809623_4152,23,Woman,Men,m9,ai_disclosed,3,3,3,FALSE,
2025-12-04T00:56:11.744511,PID_1764809623_4152,23,Woman,Men,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-04T00:56:47.304065,PID_1764809623_4152,23,Woman,Men,m3,ai_disclosed,2,3,3,FALSE,
2025-12-04T00:57:02.951454,PID_1764809623_4152,23,Woman,Men,m8,control,0,3,0,FALSE,
2025-12-04T00:57:21.634447,PID_1764809623_4152,23,Woman,Men,m7,control,0,3,0,FALSE,
2025-12-04T00:57:45.037587,PID_1764809623_4152,23,Woman,Men,m2,ai_disclosed,0,3,0,FALSE,
2025-12-04T00:58:28.687439,PID_1764809623_4152,23,Woman,Men,m4,control,0,3,0,FALSE,
2025-12-04T00:59:08.266258,PID_1764809623_4152,23,Woman,Men,m6,ai_disclosed,0,1,0,FALSE,
2025-12-04T00:59:34.385791,PID_1764809623_4152,23,Woman,Men,m5,control,0,1,0,FALSE,
2025-12-05T13:58:16.049427,PID_1764943053_3510,28,Woman,Men,m1,ai_disclosed,3,0,1,FALSE,
2025-12-05T13:58:24.875768,PID_1764943053_3510,28,Woman,Men,m6,ai_disclosed,0,1,1,FALSE,
2025-12-05T13:58:44.456596,PID_1764943053_3510,28,Woman,Men,m2,ai_disclosed,3,1,3,FALSE,
2025-12-05T13:58:48.713325,PID_1764943053_3510,28,Woman,Men,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-05T13:58:56.233748,PID_1764943053_3510,28,Woman,Men,m3,ai_disclosed,4,3,3,FALSE,
2025-12-05T13:59:16.273173,PID_1764943053_3510,28,Woman,Men,m7,control,3,4,4,FALSE,
2025-12-05T13:59:27.996111,PID_1764943053_3510,28,Woman,Men,m9,control,2,3,3,FALSE,
2025-12-05T13:59:39.236065,PID_1764943053_3510,28,Woman,Men,m5,ai_disclosed,2,1,2,FALSE,
2025-12-05T13:59:48.054968,PID_1764943053_3510,28,Woman,Men,m4,control,1,3,2,FALSE,
2025-12-05T13:59:57.792617,PID_1764943053_3510,28,Woman,Men,m10,control,3,3,2,FALSE,
2025-12-05T14:00:09.289475,PID_1764943053_3510,28,Woman,Men,m8,control,3,3,3,FALSE,
2025-12-06T18:35:36.955332,PID_1765046000_2285,29,Woman,Men,m5,control,3,3,3,FALSE,
2025-12-06T18:36:45.279998,PID_1765046000_2285,29,Woman,Men,m3,ai_disclosed,4,2,3,FALSE,
2025-12-06T18:37:27.640837,PID_1765046000_2285,29,Woman,Men,m10,ai_disclosed,2,2,2,FALSE,
2025-12-06T18:37:31.882742,PID_1765046000_2285,29,Woman,Men,attention_check,attention_check,3,3,3,TRUE,TRUE
2025-12-06T18:38:03.777610,PID_1765046000_2285,29,Woman,Men,m7,control,3,2,2,FALSE,
2025-12-06T18:38:35.525461,PID_1765046000_2285,29,Woman,Men,m1,ai_disclosed,3,2,3,FALSE,
2025-12-06T18:39:01.830024,PID_1765046000_2285,29,Woman,Men,m9,control,4,3,3,FALSE,
2025-12-06T18:39:34.065979,PID_1765046000_2285,29,Woman,Men,m2,ai_disclosed,3,2,3,FALSE,
2025-12-06T18:40:04.596817,PID_1765046000_2285,29,Woman,Men,m8,control,3,3,4,FALSE,
2025-12-06T18:40:41.539747,PID_1765046000_2285,29,Woman,Men,m6,ai_disclosed,1,2,1,FALSE,
2025-12-06T18:41:16.570978,PID_1765046000_2285,29,Woman,Men,m4,control,3,3,3,FALSE,
2025-12-06T18:43:00.871022,PID_1765046540_4536,25,Man,Women,w5,ai_disclosed,4,2,3,FALSE,
